18
 0.19608E+02; 0.24946E+00; 0.29954E+02; 0.19951E+01; 0.28791E+01; 0.17195E+02; 0.80111E+02; 0.91854E+00; 0.24780E+00; 0.20078E+02; 0.55650E+05; 0.25305E+02; 0.40702E+02; 0.89997E+00;-0.74318E-02; 0.23676E-01;-0.25720E-02; 0.14448E+00; normal    
 0.20208E+02; 0.25314E+00; 0.30111E+02; 0.20018E+01; 0.28756E+01; 0.16980E+02; 0.79936E+02; 0.89236E+00; 0.25257E+00; 0.20098E+02; 0.56776E+05; 0.25698E+02; 0.40624E+02; 0.90039E+00; 0.30739E-02;-0.96667E-02; 0.42115E-03;-0.29213E+00; normal    
 0.19767E+02; 0.25206E+00; 0.29805E+02; 0.19792E+01; 0.28439E+01; 0.17093E+02; 0.80115E+02; 0.88950E+00; 0.25244E+00; 0.20003E+02; 0.55900E+05; 0.25655E+02; 0.40579E+02; 0.89160E+00;-0.30221E-01;-0.44890E-02; 0.54155E-03;-0.70394E+00; normal    
 0.20006E+02; 0.24978E+00; 0.29886E+02; 0.19993E+01; 0.28786E+01; 0.17267E+02; 0.80063E+02; 0.90612E+00; 0.25265E+00; 0.19918E+02; 0.56134E+05; 0.25558E+02; 0.41187E+02; 0.90239E+00; 0.32319E-03;-0.40388E-02; 0.11359E-02; 0.53019E+00; normal    
 0.20141E+02; 0.25184E+00; 0.30026E+02; 0.20170E+01; 0.28194E+01; 0.16965E+02; 0.80195E+02; 0.89696E+00; 0.24954E+00; 0.20228E+02; 0.55928E+05; 0.25655E+02; 0.40869E+02; 0.89553E+00; 0.27352E-01;-0.40670E-02;-0.24552E-02;-0.25274E-01; normal    
 0.20101E+02; 0.24772E+00; 0.29835E+02; 0.19928E+01; 0.28626E+01; 0.16910E+02; 0.80116E+02; 0.89024E+00; 0.25159E+00; 0.19969E+02; 0.56199E+05; 0.25065E+02; 0.40859E+02; 0.88877E+00;-0.89838E-02;-0.12727E-01; 0.22958E-02;-0.77208E+00; normal    
 0.20263E+02; 0.25066E+00; 0.29874E+02; 0.20210E+01; 0.28228E+01; 0.16879E+02; 0.80297E+02; 0.89514E+00; 0.24766E+00; 0.20104E+02; 0.56335E+05; 0.24400E+02; 0.40842E+02; 0.88780E+00; 0.33669E-01;-0.85026E-02; 0.13096E-02;-0.15073E+00; normal    
 0.20094E+02; 0.24627E+00; 0.29804E+02; 0.20034E+01; 0.28791E+01; 0.16905E+02; 0.79933E+02; 0.89391E+00; 0.24905E+00; 0.19487E+02; 0.56508E+05; 0.25255E+02; 0.40366E+02; 0.90582E+00; 0.65356E-02; 0.11963E-03;-0.11282E-02;-0.44344E+00; normal    
 0.19727E+02; 0.25241E+00; 0.30002E+02; 0.20158E+01; 0.28517E+01; 0.17212E+02; 0.79795E+02; 0.90062E+00; 0.25212E+00; 0.19825E+02; 0.56069E+05; 0.25330E+02; 0.40393E+02; 0.88724E+00; 0.24894E-01; 0.96660E-02; 0.15817E-02; 0.76403E+00; normal    
 0.19658E+02; 0.24767E+00; 0.29882E+02; 0.20050E+01; 0.28265E+01; 0.17300E+02; 0.80161E+02; 0.88815E+00; 0.24887E+00; 0.20188E+02; 0.56356E+05; 0.25233E+02; 0.40067E+02; 0.90397E+00; 0.93078E-02; 0.25984E-02;-0.12076E-02; 0.63858E+00; normal    
 0.20018E+02; 0.24841E+00; 0.29951E+02; 0.20127E+01; 0.28434E+01; 0.17350E+02; 0.80082E+02; 0.90762E+00; 0.25241E+00; 0.20085E+02; 0.56684E+05; 0.25526E+02; 0.40619E+02; 0.90362E+00; 0.21052E-01; 0.64476E-02; 0.99770E-03; 0.10771E+01; normal    
 0.20356E+02; 0.24884E+00; 0.30266E+02; 0.20100E+01; 0.28516E+01; 0.16993E+02; 0.80205E+02; 0.89030E+00; 0.25262E+00; 0.19874E+02; 0.56127E+05; 0.25364E+02; 0.40351E+02; 0.88639E+00; 0.16707E-01;-0.13499E-03; 0.19474E-02;-0.76147E-01; normal    
 0.20177E+02; 0.24959E+00; 0.29949E+02; 0.20095E+01; 0.28443E+01; 0.16814E+02; 0.79965E+02; 0.90561E+00; 0.24865E+00; 0.19810E+02; 0.55592E+05; 0.24666E+02; 0.40791E+02; 0.90125E+00; 0.15316E-01; 0.91214E-02; 0.11197E-02;-0.66192E+00; normal    
 0.20093E+02; 0.24867E+00; 0.29921E+02; 0.19952E+01; 0.28498E+01; 0.17108E+02; 0.79889E+02; 0.89822E+00; 0.24570E+00; 0.19683E+02; 0.56361E+05; 0.24898E+02; 0.40569E+02; 0.89167E+00;-0.63011E-02; 0.80536E-03;-0.28471E-02;-0.19432E+00; normal    
 0.19856E+02; 0.24767E+00; 0.30019E+02; 0.20017E+01; 0.28189E+01; 0.17094E+02; 0.80137E+02; 0.90505E+00; 0.24734E+00; 0.20081E+02; 0.56151E+05; 0.25534E+02; 0.41034E+02; 0.90288E+00; 0.36606E-02;-0.16468E-02;-0.40795E-02;-0.13999E+00; normal    
 0.20182E+02; 0.24973E+00; 0.29779E+02; 0.19913E+01; 0.28380E+01; 0.16959E+02; 0.79990E+02; 0.89821E+00; 0.25248E+00; 0.19878E+02; 0.56249E+05; 0.25410E+02; 0.40696E+02; 0.89947E+00;-0.11843E-01;-0.12993E-02; 0.16452E-02;-0.79698E+00; normal    
 0.20128E+02; 0.25116E+00; 0.29932E+02; 0.20083E+01; 0.28648E+01; 0.17151E+02; 0.79969E+02; 0.89211E+00; 0.25046E+00; 0.20109E+02; 0.56042E+05; 0.25148E+02; 0.40423E+02; 0.90314E+00; 0.12769E-01; 0.66570E-03; 0.75712E-03; 0.33996E+00; normal    
 0.20196E+02; 0.25264E+00; 0.29898E+02; 0.19845E+01; 0.28633E+01; 0.17152E+02; 0.79856E+02; 0.89565E+00; 0.25130E+00; 0.19800E+02; 0.55970E+05; 0.24660E+02; 0.40725E+02; 0.90276E+00;-0.23067E-01;-0.23257E-02; 0.38570E-02;-0.38341E+00; normal    
 0.19932E+02; 0.25005E+00; 0.29907E+02; 0.19994E+01; 0.28515E+01; 0.16982E+02; 0.79902E+02; 0.89640E+00; 0.24476E+00; 0.19909E+02; 0.55987E+05; 0.24868E+02; 0.40868E+02; 0.89431E+00;-0.89953E-03;-0.50741E-02;-0.36627E-02;-0.48438E+00; normal    
 0.19911E+02; 0.24893E+00; 0.29981E+02; 0.20106E+01; 0.28230E+01; 0.17051E+02; 0.79830E+02; 0.88982E+00; 0.25091E+00; 0.19996E+02; 0.56211E+05; 0.25317E+02; 0.40519E+02; 0.90435E+00; 0.15052E-01;-0.52265E-02; 0.44587E-03;-0.41858E-01; normal    
 0.19936E+02; 0.24942E+00; 0.29888E+02; 0.20041E+01; 0.28290E+01; 0.17067E+02; 0.80022E+02; 0.89888E+00; 0.25290E+00; 0.19887E+02; 0.55865E+05; 0.25032E+02; 0.40509E+02; 0.90541E+00; 0.54388E-02; 0.68229E-02; 0.37256E-02;-0.17083E+00; normal    
